자치구명,위치,Latitude,Longitude
용산구,서울특별시 용산구 갈월동 갑을빌딩 앞(왕십리뉴타운1구역모델하우스),37.549091,126.972017
용산구,서울특별시 용산구 갈월동 숙대입구 지하철역 9번출구앞,37.544592,126.972114
용산구,서울특별시 용산구 숙명여대 중앙버스정류장(롯데리아 앞),37.5434264,126.9719708
용산구,서울특별시 용산구 남영역 고려빌딩 앞 (우),37.540597,126.971171
용산구,서울특별시 용산구 게이트웨이타워 버스정류장옆(03-198),37.5534252,126.9734426
용산구,서울특별시 용산구 남영역 마을버스정류장 (03-535),37.540597,126.971171
용산구,서울특별시 용산구 남영역 앞 횡단보도,37.5415417,126.9720274
용산구,서울특별시 용산구 한강로2가 225-6(용산M치과의원 건너편 횡단보도),37.5269243,126.9668229
용산구,서울특별시 용산구 한강로동 베르가모(농협앞) 버스정류장(03-122),37.556428,126.919808
용산구,서울특별시 용산구 베르가모앞 택시정류장,37.5298837,126.9648019
용산구,서울특별시 용산구 용산역앞 횡단보도 건너편,37.5299245,126.970859
용산구,서울특별시 용산구 신용산지하차도입구 파리바게트 횡단보도앞,37.5301502,126.9677493
용산구,서울특별시 용산구 용사의집앞 횡단보도(가로판매점앞),37.541695,126.9723369
용산구,"서울특별시 용산구 한남역,용산노인종합복지관(한남동 하이페리온방면) 버스정류장(03-285)",37.531231,127.006623
용산구,서울특별시 용산구 순천향 병원 택시정류장,37.533314,127.004661
용산구,서울특별시 용산구 원효로 2동 주민센터 버스정류장(03-304),37.5343161,126.9515008
용산구,서울특별시 용산구 보광동 신동아아파트(기업은행보광동지점방면) 버스정류장(03-277),37.525683,127.001481
용산구,서울특별시 용산구 하얏트호텔 정문앞 마을버스정류장(용산03),37.538988,126.9958415
용산구,서울특별시 용산구 한남동 동원베네스트 사잇길 옆 쉼터,37.5302342,127.0076899
용산구,"서울특별시 용산구 한남동(한남시범아파트방면) 버스정류장(03-213)(현대리버티하우스,KEB하나은행앞)",37.5334838,127.008523
용산구,서울특별시 용산구 보금사에서 스시바얼이태원점앞(녹사평산악회앞),37.5239853,127.0278825
용산구,서울특별시 용산구 금호타이어한남대리점(시드니씨푸드)앞(경리단입구3호터널방향),37.5386014,126.9872081
용산구,서울특별시 용산구 한강진역 1번출구앞 (용산국제학교입구),37.5407431,127.0004838
용산구,서울특별시 용산구 소월로168번지(고엽제사무실옆),37.5478969,126.9842124
용산구,서울특별시 용산구 한국폴리텍1대학 버스정류장(03-281),37.5290615,126.996542
용산구,서울특별시 용산구 도이치모터스(BMW) 매장앞,37.5303597,126.9693814
용산구,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-524),37.534945,126.9853515
용산구,서울특별시 용산구 순천향 병원 진출로 옆 인도,37.5339355,127.0043336
용산구,서울특별시 용산구 순천향 병원 진입로 옆 인도,37.5339355,127.0043336
용산구,서울특별시 용산구 이촌2동부영주유소 건너편 버스정류장(03-288),37.5300065,126.9544705
용산구,서울특별시 용산구 이촌1동 충신교회앞 버스정류장(03-216),37.521253,126.968326
용산구,서울특별시 용산구 콩나물국밥 시루향기 24시 횡단보도앞,37.5328361,127.0046458
용산구,서울특별시 용산구 청파로 250(남영역03-230버스정류장옆)앞 횡단보도,37.540597,126.971171
용산구,서울특별시 용산구 소월로168번지(대한민국고엽제전우회앞),37.5478969,126.9842124
