공원명,공원주소,관리부서,시도,위치,자치구명,자치구명 (자치구별 데이터.Csv),지역,1인당 배출량,Latitude,Longitude,X좌표(Wgs84),Y좌표(Wgs84),가로쓰레기통 개수,공원 개수,기간,기타,매립,면적,면적 (자치구별 데이터.Csv),면적당 배출량,미세먼지(㎍/㎥),배출량(C),소각,아황산가스(Ppm),오존(Ppm),이산화질소(Ppm),인구,일산화탄소(Ppm),재활용,초미세먼지(㎍/㎥)
광화문시민열린마당,서울특별시 종로구 세종로 76-2,종로구청 공원녹지과,서울특별시,서울특별시 종로구 경복궁역 4번출구,종로구,종로구,종로구,0.005448851,37.5758597,126.9740416,126.9780227,37.5750449,304,12,2020,0.6,52.4,8948.1,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 양화로19 홀트아동복지 앞 택시정류장,마포구,마포구,마포구,0.005128976,37.5490006,126.9112494,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 경복궁역 4번출구,종로구,종로구,종로구,0.005448851,37.5758597,126.9740416,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 합정역 7번출구쪽 교통섬,마포구,마포구,마포구,0.005128976,37.5499543,126.9121218,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,서울특별시 종로구 한미귀금속앞,종로구,종로구,종로구,0.005448851,37.5715635,126.9920914,126.9882853,37.5710052,304,12,2020,0.6,52.4,19599.7,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 합정역 6번출구쪽 교통섬,마포구,마포구,마포구,0.005128976,37.5437864,126.9135042,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
마로니에공원,서울특별시 종로구 대학로8길 1,종로구청 공원녹지과,서울특별시,서울특별시 종로구 함춘회관앞,종로구,종로구,종로구,0.005448851,37.5800076,127.0019347,127.0027886,37.5802295,304,12,2020,0.6,52.4,5802,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 독막로5 합정역6 번출구앞,마포구,마포구,마포구,0.005128976,37.5489349,126.914283,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 종로구 우리은행앞,종로구,종로구,중구,0.005448851,37.570007,127.0016616,127.0038188,37.5675245,304,12,2020,0.6,52.4,16734.6,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
마로니에공원,서울특별시 종로구 대학로8길 1,종로구청 공원녹지과,서울특별시,서울특별시 종로구 서울대학교암병원앞,종로구,종로구,종로구,0.005448851,37.5787439,126.9975578,127.0027886,37.5802295,304,12,2020,0.6,52.4,5802,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 독막로 27 NH농협은행앞,마포구,마포구,마포구,0.005128976,37.5485338,126.9163154,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
숭인근린공원,서울특별시 종로구 숭인동 58,종로구청 공원녹지과,서울특별시,서울특별시 종로구 지봉로54,종로구,종로구,종로구,0.005448851,37.5747455,127.0158539,127.0178267,37.5764419,304,12,2020,0.6,52.4,45615,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 양화로36 할리스커피 공원분수앞,마포구,마포구,마포구,0.005128976,37.5484719,126.9132859,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
마로니에공원,서울특별시 종로구 대학로8길 1,종로구청 공원녹지과,서울특별시,서울특별시 종로구 율곡로212-1,종로구,종로구,종로구,0.005448851,37.5759132,127.0024288,127.0027886,37.5802295,304,12,2020,0.6,52.4,5802,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
숭인근린공원,서울특별시 종로구 숭인동 58,종로구청 공원녹지과,서울특별시,"서울특별시 종로구 지봉로73
창신초교 앞",종로구,종로구,종로구,0.005448851,37.5763398,127.0144101,127.0178267,37.5764419,304,12,2020,0.6,52.4,45615,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 양화로27 황소곱창 앞 버스정류장(14-218),마포구,마포구,마포구,0.005128976,37.5491064,126.9122242,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
광화문시민열린마당,서울특별시 종로구 세종로 76-2,종로구청 공원녹지과,서울특별시,서울특별시 종로구 세종문화회관앞,종로구,종로구,종로구,0.005448851,37.5725254,126.9756429,126.9780227,37.5750449,304,12,2020,0.6,52.4,8948.1,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 세종문화회관앞,종로구,종로구,종로구,0.005448851,37.5725254,126.9756429,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 양화로48 합정역5번출구앞,마포구,마포구,마포구,0.005128976,37.5487686,126.9162499,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,"서울특별시 종로구 종로 68
롯데리아 앞",종로구,종로구,종로구,0.005448851,37.569857,126.9849443,126.9882853,37.5710052,304,12,2020,0.6,52.4,19599.7,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,"서울특별시 종로구 종로69 
서울YMCA",종로구,종로구,종로구,0.005448851,37.5706042,126.9852919,126.9882853,37.5710052,304,12,2020,0.6,52.4,19599.7,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,"서울특별시 종로구 종로78
아리따움 앞",종로구,종로구,종로구,0.005448851,37.5699471,126.9862163,126.9882853,37.5710052,304,12,2020,0.6,52.4,19599.7,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
숭인근린공원,서울특별시 종로구 숭인동 58,종로구청 공원녹지과,서울특별시,서울특별시 종로구 지봉로 96-2,종로구,종로구,종로구,0.005448851,37.5785268,127.0155868,127.0178267,37.5764419,304,12,2020,0.6,52.4,45615,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 와우산로69 홍대정문앞 사거리 태평양 약국앞,마포구,마포구,마포구,0.005128976,37.5527855,126.9240307,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
숭인근린공원,서울특별시 종로구 숭인동 58,종로구청 공원녹지과,서울특별시,서울특별시 종로구 지봉로86,종로구,종로구,종로구,0.005448851,37.5777954,127.0156168,127.0178267,37.5764419,304,12,2020,0.6,52.4,45615,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,서울특별시 종로구 남인사마당 입구,종로구,종로구,종로구,0.005448851,37.571309,126.987464,126.9882853,37.5710052,304,12,2020,0.6,52.4,19599.7,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 와우산로157 산울림소극장앞 버스정류장(14-235),마포구,마포구,마포구,0.005128976,37.5550951,126.9299385,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
마로니에공원,서울특별시 종로구 대학로8길 1,종로구청 공원녹지과,서울특별시,서울특별시 종로구 서울대병원 버스정류장,종로구,종로구,종로구,0.005448851,37.581109,127.00184,127.0027886,37.5802295,304,12,2020,0.6,52.4,5802,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 와우산로121 삼진제약 버스정류장(14-283),마포구,마포구,마포구,0.005128976,37.5534795,126.9267455,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
마로니에공원,서울특별시 종로구 대학로8길 1,종로구청 공원녹지과,서울특별시,서울특별시 종로구 이화동 버스정류장,종로구,종로구,종로구,0.005448851,37.5839463,127.0020454,127.0027886,37.5802295,304,12,2020,0.6,52.4,5802,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 와우산로 97 하나은행앞 버스정류장(14-233),마포구,마포구,마포구,0.005128976,37.553062,126.9243329,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,서울특별시 종로구 종로3가 1.3.5 정류장,종로구,종로구,종로구,0.005448851,37.571484,126.992018,126.9882853,37.5710052,304,12,2020,0.6,52.4,19599.7,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
숭인근린공원,서울특별시 종로구 숭인동 58,종로구청 공원녹지과,서울특별시,서울특별시 종로구 신설동 우리은행 앞,종로구,종로구,종로구,0.005448851,37.5757428,127.0222314,127.0178267,37.5764419,304,12,2020,0.6,52.4,45615,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
경희궁,서울특별시 종로구 새문안로 55(신문로2가 2-1),종로구청 공원녹지과,서울특별시,서울특별시 종로구 새문안로 82,종로구,종로구,종로구,0.005448851,37.5697554,126.9739189,126.9685341,37.570773,304,12,2020,0.6,52.4,98470,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 새문안로 82,종로구,종로구,종로구,0.005448851,37.5697554,126.9739189,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 양화로140 맥도날드 앞 횡단보드,마포구,마포구,마포구,0.005128976,37.5507802,126.9132398,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
광화문시민열린마당,서울특별시 종로구 세종로 76-2,종로구청 공원녹지과,서울특별시,서울특별시 종로구 경복궁역 2번출구,종로구,종로구,종로구,0.005448851,37.575838,126.97358,126.9780227,37.5750449,304,12,2020,0.6,52.4,8948.1,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 경복궁역 2번출구,종로구,종로구,종로구,0.005448851,37.575838,126.97358,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 세종대로 사거리,종로구,종로구,종로구,0.005448851,37.5697416,126.9770094,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 광화문우체국,종로구,종로구,종로구,0.005448851,37.5698001,126.9780682,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
사직근린공원,서울특별시 종로구 사직로9길 5,종로구청 공원녹지과,서울특별시,서울특별시 종로구 사직동 주민센터 버스정류장,종로구,종로구,종로구,0.005448851,37.576222,126.971062,126.9674018,37.5759864,304,12,2020,0.6,52.4,168099.87,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,"서울특별시 마포구 서강초등학교 14-670, 14-126 버스정류장 앞",마포구,마포구,마포구,0.005128976,37.5481661,126.9266972,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
광화문시민열린마당,서울특별시 종로구 세종로 76-2,종로구청 공원녹지과,서울특별시,서울특별시 종로구 경복궁역4번출구,종로구,종로구,종로구,0.005448851,37.5758597,126.9740416,126.9780227,37.5750449,304,12,2020,0.6,52.4,8948.1,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 경복궁역4번출구,종로구,종로구,종로구,0.005448851,37.5758597,126.9740416,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 서강로119 소공원앞,마포구,마포구,마포구,0.005128976,37.5537768,126.9338973,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
사직근린공원,서울특별시 종로구 사직로9길 5,종로구청 공원녹지과,서울특별시,서울특별시 종로구 음식문화거리 자하문로1길 26,종로구,종로구,종로구,0.005448851,37.576603,126.9709992,126.9674018,37.5759864,304,12,2020,0.6,52.4,168099.87,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 서강로97 삼성프라자 앞 횡단보도,마포구,마포구,마포구,0.005128976,37.5519783,126.9325793,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
사직근린공원,서울특별시 종로구 사직로9길 5,종로구청 공원녹지과,서울특별시,서울특별시 종로구 음식문화거리 자하문로1길12,종로구,종로구,종로구,0.005448851,37.5765151,126.9725997,126.9674018,37.5759864,304,12,2020,0.6,52.4,168099.87,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 음식문화거리 자하문로1길12,종로구,종로구,종로구,0.005448851,37.5765151,126.9725997,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
사직근린공원,서울특별시 종로구 사직로9길 5,종로구청 공원녹지과,서울특별시,서울특별시 종로구 음식문화거리 자하문로1길50-1,종로구,종로구,종로구,0.005448851,37.5765165,126.9722936,126.9674018,37.5759864,304,12,2020,0.6,52.4,168099.87,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
세종로공원,서울특별시 종로구 세종대로 189 (우) 03172,종로구청 공원녹지과,서울특별시,서울특별시 종로구 음식문화거리 자하문로1길50-1,종로구,종로구,종로구,0.005448851,37.5765165,126.9722936,126.9758875,37.5735,304,12,2020,0.6,52.4,8868,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 창전동440 현대홈타운아파트 버스정류장(14-203),마포구,마포구,마포구,0.005128976,37.550897,126.9318356,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
사직근린공원,서울특별시 종로구 사직로9길 5,종로구청 공원녹지과,서울특별시,서울특별시 종로구 음식문화거리 자하문로1길34,종로구,종로구,종로구,0.005448851,37.5778701,126.9708181,126.9674018,37.5759864,304,12,2020,0.6,52.4,168099.87,23.91,36.88833124,36,882,93.7,0.004,0.025,0.025,161869,0.5,735.3,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,"서울특별시 마포구 서강로111-1 기업은행,신촌연세병원 버스정류장(14-992)",마포구,마포구,마포구,0.005128976,37.553256,126.933554,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,"서울특별시 중구 종근당,충정로역 버스정류장",중구,중구,중구,0.01075699,37.559604,126.964459,126.9652702,37.5560189,360,2,2020,0.1,60.2,29682.2,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,서울특별시 중구 한국일보 건물 공원 앞,중구,중구,중구,0.01075699,37.5566606,126.9705394,126.9652702,37.5560189,360,2,2020,0.1,60.2,29682.2,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,"서울특별시 마포구 와우산로88-1 홍익대학교(14-232)버스정류장,바이크리페어샵",마포구,마포구,마포구,0.005128976,37.5515814,126.9249751,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,서울특별시 중구 서부역 롯데마트 앞 횡단보도,중구,중구,중구,0.01075699,37.5558166,126.9703942,126.9652702,37.5560189,360,2,2020,0.1,60.2,29682.2,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,서울특별시 중구 충정로역 4번출구,중구,중구,중구,0.01075699,37.560055,126.963672,126.9652702,37.5560189,360,2,2020,0.1,60.2,29682.2,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,"서울특별시 마포구 와우산로122 삼진제약(14-982)버스정류장,디자인스타",마포구,마포구,마포구,0.005128976,37.5550007,126.9262249,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,서울특별시 중구 실로암 서울로 램프 앞,중구,중구,중구,0.01075699,37.5566606,126.9705394,126.9652702,37.5560189,360,2,2020,0.1,60.2,29682.2,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,"서울특별시 마포구 와우산로156 산울림소극장(14-558)버스정류장,제주십육돈가",마포구,마포구,마포구,0.005128976,37.5550951,126.9299385,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,서울특별시 중구 손기정 체육공원 버스정류장,중구,중구,중구,0.01075699,37.5552859,126.9646656,126.9652702,37.5560189,360,2,2020,0.1,60.2,29682.2,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,서울특별시 중구 장교빌딩 앞 횡단보도,중구,중구,종로구,0.01075699,37.5672472,126.9871743,126.9882853,37.5710052,360,2,2020,0.1,60.2,19599.7,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 중구청 사거리 중부시장 쪽,중구,중구,중구,0.01075699,37.5650076,127.0018499,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
탑골근린공원,서울특별시 종로구 종로 99,종로구청 공원녹지과,서울특별시,서울특별시 중구 청계2가 삼일교 앞,중구,중구,종로구,0.01075699,37.568105,126.9878465,126.9882853,37.5710052,360,2,2020,0.1,60.2,19599.7,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
외국인묘지공원,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,서울특별시,서울특별시 마포구 합정역 버스정류장 (14-245) 마포한강푸르지오 앞,마포구,마포구,마포구,0.005128976,37.550704,126.912613,126.911414,37.546797,274,5,2020,0.2,71.8,13224,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
와우근린공원,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포구청 공원녹지과,서울특별시,서울특별시 마포구 메세나폴리스 어린이공원 벤치앞,마포구,마포구,마포구,0.005128976,37.5488138,126.9254196,126.9289936,37.5517298,274,5,2020,0.2,71.8,87432.4,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 을지로6가 훈련원공원 입구,중구,중구,중구,0.01075699,37.5673407,127.0037725,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 국립의료원 버스정류장 앞,중구,중구,중구,0.01075699,37.5672412,127.0056589,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 국립의료원 건너편 버스정류장,중구,중구,중구,0.01075699,37.5672412,127.0056589,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 을지로6가 굿모닝시티 옆 롯데리아,중구,중구,중구,0.01075699,37.5668311,127.0075414,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 동대문역사문화공원역 8번 출구,중구,중구,중구,0.01075699,37.565682,127.008953,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 동대문역사문화공원역 5번출구,중구,중구,중구,0.01075699,37.565682,127.008953,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 을지로5가사거리 CU편의점 앞,중구,중구,중구,0.01075699,37.566563,127.0018839,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 동대문역사문화공원역 1번출구 건너편 정류장,중구,중구,중구,0.01075699,37.565682,127.008953,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
응봉공원,서울특별시 성동구 금호동1가 산1-72,성동구청 공원녹지과,서울특별시,서울특별시 중구 신당역 8번 출구 앞,중구,중구,성동구,0.01075699,37.5575999,127.0204324,127.0217653,37.5572281,360,2,2020,0.1,60.2,80309,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
응봉공원,서울특별시 성동구 금호동1가 산1-72,성동구청 공원녹지과,서울특별시,서울특별시 중구 신당역 9번 출구 앞,중구,중구,성동구,0.01075699,37.5575622,127.0203412,127.0217653,37.5572281,360,2,2020,0.1,60.2,80309,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
