공원명,공원주소,관리부서,시도,위치,자치구명,자치구명 (자치구별 데이터.Csv),지역,1인당 배출량,Latitude,Longitude,X좌표(Wgs84),Y좌표(Wgs84),가로쓰레기통 개수,공원 개수,기간,기타,매립,면적,면적 (자치구별 데이터.Csv),면적당 배출량,미세먼지(㎍/㎥),배출량(C),소각,아황산가스(Ppm),오존(Ppm),이산화질소(Ppm),인구,일산화탄소(Ppm),재활용,초미세먼지(㎍/㎥)
,,,서울특별시,서울특별시 관악구 시흥대로 576,관악구,관악구,,0.003221323,37.4840262,126.9030646,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1383,관악구,관악구,,0.003221323,37.480225,126.9044554,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1634,관악구,관악구,,0.003221323,37.4841283,126.9322058,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로59길 14,관악구,관악구,,0.003221323,37.4832519,126.9287583,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1900,관악구,관악구,,0.003221323,37.4780351,126.9601519,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1599-3,관악구,관악구,,0.003221323,37.4844412,126.9282551,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 355-1,관악구,관악구,,0.003221323,37.4860587,126.9291581,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1841-1,관악구,관악구,,0.003221323,37.4808145,126.9546998,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1605,관악구,관악구,,0.003221323,37.4843395,126.9290673,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순화로 1587,관악구,관악구,,0.003221323,37.4842399,126.9269283,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1785,관악구,관악구,,0.003221323,37.4819939,126.9486094,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 르네상스 앞,관악구,관악구,,0.003221323,37.4847939,126.9300876,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 구민제2운동장,관악구,관악구,,0.003221323,37.4581028,126.9336436,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1417,관악구,관악구,,0.003221323,37.4808824,126.9080243,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1945,관악구,관악구,,0.003221323,37.4767068,126.9652738,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 청룡동 배할머니집 앞,관악구,관악구,,0.003221323,37.4854682,126.9337132,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 258,관악구,관악구,,0.003221323,37.4869557,126.9578267,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1474,관악구,관악구,,0.003221323,37.4814196,126.9141956,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 난곡로57길 4-5,관악구,관악구,,0.003221323,37.4799239,126.9144908,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 건영아파트 앞,관악구,관악구,,0.003221323,37.4770731,126.9518913,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 203,관악구,관악구,,0.003221323,37.4832571,126.953768,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1587,관악구,관악구,,0.003221323,37.4842399,126.9269283,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1766,관악구,관악구,,0.003221323,37.4816696,126.9460869,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 172,관악구,관악구,,0.003221323,37.4804646,126.9529465,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1830,관악구,관악구,,0.003221323,37.4807862,126.9531399,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 186,관악구,관악구,,0.003221323,37.4815821,126.9532724,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1827,관악구,관악구,,0.003221323,37.4812977,126.9534075,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 185,관악구,관악구,,0.003221323,37.4817505,126.9526436,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1814,관악구,관악구,,0.003221323,37.4810002,126.9515596,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 173,관악구,관악구,,0.003221323,37.4806692,126.9522392,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 312,관악구,관악구,,0.003221323,37.4821435,126.9301389,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 328,관악구,관악구,,0.003221323,37.4834152,126.9299715,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1618,관악구,관악구,,0.003221323,37.4840392,126.9304318,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1619,관악구,관악구,,0.003221323,37.4846038,126.9304905,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1615,관악구,관악구,,0.003221323,37.4845117,126.9300644,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 360,관악구,관악구,,0.003221323,37.4863269,126.9295297,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1607,관악구,관악구,,0.003221323,37.4843926,126.9292576,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1603,관악구,관악구,,0.003221323,37.4843604,126.9287832,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1598,관악구,관악구,,0.003221323,37.4837372,126.9283262,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1604,관악구,관악구,,0.003221323,37.4838877,126.9289245,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 327,관악구,관악구,,0.003221323,37.4834622,126.9294937,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 315,관악구,관악구,,0.003221323,37.4824595,126.9296176,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 137,관악구,관악구,,0.003221323,37.4711157,126.9340392,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 111,관악구,관악구,,0.003221323,37.470558,126.9369434,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 105,관악구,관악구,,0.003221323,37.4704763,126.9375788,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 97,관악구,관악구,,0.003221323,37.4702615,126.9386411,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 373,관악구,관악구,,0.003221323,37.4873675,126.9285254,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림동길 8,관악구,관악구,,0.003221323,37.4874706,126.9277663,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림동길 16,관악구,관악구,,0.003221323,37.4873169,126.9269137,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림동길 28,관악구,관악구,,0.003221323,37.4727129,126.9357299,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 봉천로 279,관악구,관악구,,0.003221323,37.4878071,126.9322902,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 봉천로 212,관악구,관악구,,0.003221323,37.4895887,126.9250629,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 은천로 114,관악구,관악구,,0.003221323,37.4865862,126.9479638,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 쑥고개로 83,관악구,관악구,,0.003221323,37.4794427,126.9457349,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1682,관악구,관악구,,0.003221323,37.4839934,126.9372382,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1990,관악구,관악구,,0.003221323,37.4749536,126.9698281,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 2056,관악구,관악구,,0.003221323,37.4762617,126.9771748,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 난곡로 247,관악구,관악구,,0.003221323,37.4760754,126.9157585,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 난곡로 225,관악구,관악구,,0.003221323,37.4742479,126.9168125,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 282,관악구,관악구,,0.003221323,37.4797317,126.9313649,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 250,관악구,관악구,,0.003221323,37.4781356,126.933823,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 호암로 589,관악구,관악구,,0.003221323,37.4700679,126.9329507,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 조원로12길 25,관악구,관악구,,0.003221323,37.4825228,126.9077834,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 조원로 142,관악구,관악구,,0.003221323,37.4853658,126.9180914,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 168,관악구,관악구,,0.003221323,37.4801549,126.9529757,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 161,관악구,관악구,,0.003221323,37.4795693,126.9521709,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 1817,관악구,관악구,,0.003221323,37.4815987,126.9522003,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 봉천로 482,관악구,관악구,,0.003221323,37.4816957,126.953385,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 195,관악구,관악구,,0.003221323,37.4826799,126.9532107,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 196,관악구,관악구,,0.003221323,37.4823319,126.9537877,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로 371,관악구,관악구,,0.003221323,37.4872771,126.9285923,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 21028 버스정류장,관악구,관악구,,0.003221323,37.4900932,126.9250803,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 21373 버스정류장,관악구,관악구,,0.003221323,37.4784063,126.9516133,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 은천로 69,관악구,관악구,,0.003221323,37.4868591,126.9429033,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 145,관악구,관악구,,0.003221323,37.478321,126.9512138,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 관악로 306,관악구,관악구,,0.003221323,37.4921791,126.9583387,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남현예술정원,관악구,관악구,,0.003221323,37.4763487,126.9808213,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 남부순환로 2022,관악구,관악구,,0.003221323,37.4757073,126.9732932,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 구로디지털단지 중앙 정류장,관악구,관악구,,0.003221323,37.485215,126.901594,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 신림로40,관악구,관악구,,0.003221323,37.4705384,126.9453094,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 문영여고 입구,관악구,관악구,,0.003221323,37.4734279,126.9510634,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 문영여고 건너편,관악구,관악구,,0.003221323,37.4734279,126.9510634,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 미성체육관 입구,관악구,관악구,,0.003221323,37.4777468,126.9188017,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 난곡로 358-1,관악구,관악구,,0.003221323,37.4859671,126.9138979,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 관악구 난곡로 349-1,관악구,관악구,,0.003221323,37.4851796,126.9136063,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 서초구 강남대로 439 앞,관악구,관악구,,0.003221323,37.5014992,127.0253549,,,175,2,2020,0.1,90.1,,29.57,56.35779506,35,1666.5,43.1,0.003,0.025,0.028,517334,0.5,1533.2,19
,,,서울특별시,서울특별시 서초구 강남대로 423 앞,서초구,서초구,,0.008737391,37.5002621,127.0258969,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 415 앞,서초구,서초구,,0.008737391,37.4995213,127.0263261,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 399 앞,서초구,서초구,,0.008737391,37.4982126,127.0268238,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 429 앞,서초구,서초구,,0.008737391,37.5007556,127.0257605,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 서초동 1376-8(양재역 11번 출구 앞),서초구,서초구,,0.008737391,37.4828196,127.0360477,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 483 앞,서초구,서초구,,0.008737391,37.5053019,127.0236395,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남역 6번 출구 환기구 옆,서초구,서초구,,0.008737391,37.497952,127.027619,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 623 우일빌딩(바른치과의원) 앞 코너,서초구,서초구,,0.008737391,37.4932145,127.0293471,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 605(신사역 4번 출구 뒤) 횡단보도 옆,서초구,서초구,,0.008737391,37.515057,127.019569,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 577(셀리트룸 화장품) ‘신사역 마을버스정류장’ 옆,서초구,서초구,,0.008737391,37.509208,127.021222,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 567(대도식당) 앞,서초구,서초구,,0.008737391,37.512372,127.020091,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 505(고도일병원) 앞,서초구,서초구,,0.008737391,37.5069637,127.0226847,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 477(신논현역 2번 출구 뒤) 횡단보도 옆,서초구,서초구,,0.008737391,37.5055718,127.0234765,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 365(강남역 5번 출구 앞 뒤) 횡단보도 옆,서초구,서초구,,0.008737391,37.495289,127.028444,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 343(신한투자) 앞,서초구,서초구,,0.008737391,37.4935118,127.0292422,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 299(뱅뱅사거리 메트로빌딩 앞),서초구,서초구,,0.008737391,37.4895174,127.0316054,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 259(호텔페이토) 횡단보도옆,서초구,서초구,,0.008737391,37.486539,127.032642,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 양재역 1∼2번 출구 사이 광장,서초구,서초구,,0.008737391,37.4835755,127.041649,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 221(양재역 10번 출구) 앞,서초구,서초구,,0.008737391,37.482682,127.0373733,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 양재역 5∼6번 출구 사이 광장,서초구,서초구,,0.008737391,37.484742,127.036582,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 291(뱅뱅사거리 파스쿠치) 앞,서초구,서초구,,0.008737391,37.4888469,127.0309709,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 강남대로 27(AT센터) 건너편,서초구,서초구,,0.008737391,37.466168,127.0402043,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 양재역 7~8번 출구(IBK기업은행 앞),서초구,서초구,,0.008737391,37.4835058,127.0400572,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 예술의 전당 앞 버스정류장 옆,서초구,서초구,,0.008737391,37.484235,127.016054,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 반포대로 38 앞(와라와라 앞),서초구,서초구,,0.008737391,37.4838621,127.0119093,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 서초3동사거리 (반포대로 43 고용센터 앞),서초구,서초구,,0.008737391,37.4842454,127.0107987,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
,,,서울특별시,서울특별시 서초구 서초대로 240 앞(서초역 2번 출구 앞),서초구,서초구,,0.008737391,37.491337,127.008181,,,250,6,2020,0.7,88.2,,46.98,80.9216688,39,3801.7,146,0.003,0.029,0.027,435107,0.4,3566.8,21
