위치,자치구명,공원명,미세먼지(㎍/㎥),배출량(C),재활용
서울특별시 마포구 월드컵로106(망원우체국 사거리 T월드 앞 횡단보도),마포구,0,34,1979.4,1753.4
서울특별시 동작구 경문고앞 중앙차로(ID20-017),동작구,0,40,1514.3,1410.9
서울특별시 강서구 마포고등학교16-136,강서구,0,38,2949.5,2213.8
서울특별시 서대문구 홍은1동 세검정로71,서대문구,0,32,1604.9,1490.7
서울특별시 마포구 홍익로 23 건물 입구 앞,마포구,0,34,1979.4,1753.4
서울특별시 강북구 한천로 983 앞 버스정류장,강북구,0,32,851,772.1
서울특별시 중구 광희문 버스정류장,중구,0,36,1468.2,1268
서울특별시 송파구 잠실역 9번 출구,송파구,0,34,2353.1,2041.2
서울특별시 중랑구 먹골역(07-426),중랑구,0,33,1585.9,1461.3
서울특별시 마포구 신촌로82 신촌한의원 앞 버스정류장(14-228)2,마포구,0,34,1979.4,1753.4
서울특별시 동대문구 신이문역 앞,동대문구,0,33,1367.2,1234.7
서울특별시 성북구 종암로122. 스타벅스 앞 버스정류장 (08-151),성북구,0,34,1354.6,1247.6
서울특별시 강서구 공항중학교 버스정류장(16-115),강서구,0,38,2949.5,2213.8
서울특별시 중랑구 버스중앙차로 (07-010),중랑구,1,33,1585.9,1461.3
서울특별시 강남구 압구정중고,강남구,0,32,3718,3059.5
서울특별시 송파구 가락시장 동문앞 횡단보도,송파구,0,34,2353.1,2041.2
서울특별시 도봉구 창1동 주민센터 앞,도봉구,2,35,805.8,624.4
서울특별시 용산구 서빙고신동아아파트/신동아아파트버스정류장(03226),용산구,0,36,1140.8,1009.6
서울특별시 구로구 구로구청,구로구,0,37,1333.4,1111.4
서울특별시 영등포구 선유고등학교 버스정류장(28-018),영등포구,0,34,2556.1,2377.5
서울특별시 광진구 중곡역 3번출구 앞,광진구,0,33,1379.4,1290.4
서울특별시 양천구 양천보건소 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 동대문구 천호대로 151,동대문구,1,33,1367.2,1234.7
서울특별시 마포구 월드컵북로396( 디지털미디어시티 사거리 누리꿈스퀘어 누리꿈몰 간판 앞),마포구,0,34,1979.4,1753.4
서울특별시 관악구 문영여고 건너편,관악구,0,35,1666.5,1533.2
서울특별시 노원구 태릉입구역3번출구,노원구,0,36,1591.5,1366.8
서울특별시 성동구 10,성동구,1,34,2181.2,1442.1
서울특별시 구로구 구로동로5,구로구,0,37,1333.4,1111.4
서울특별시 구로구 온수역 6번출구 옆,구로구,0,37,1333.4,1111.4
서울특별시 강서구 대일고교 버스정류장(16-176),강서구,0,38,2949.5,2213.8
서울특별시 동대문구 청솔우성아파트 답십리시장,동대문구,1,33,1367.2,1234.7
서울특별시 구로구 공원로54,구로구,0,37,1333.4,1111.4
서울특별시 동작구 상도로 78,동작구,0,40,1514.3,1410.9
서울특별시 성북구 동선동4가111-1앞 성신여대버스 중앙차로정류장(한성대→길음역),성북구,0,34,1354.6,1247.6
서울특별시 동작구 미니스톱 앞(보라매역2번출구),동작구,0,40,1514.3,1410.9
서울특별시 강북구 한천로1093 하나은행 앞,강북구,0,32,851,772.1
서울특별시 중랑구 상봉역3번출구(07-166),중랑구,0,33,1585.9,1461.3
서울특별시 노원구 도봉면허시험장앞,노원구,0,36,1591.5,1366.8
서울특별시 송파구 종합운동장역 4번 출구,송파구,0,34,2353.1,2041.2
서울특별시 관악구 남부순환로 1618,관악구,0,35,1666.5,1533.2
서울특별시 동대문구 휘경여자고등학교 버스정류장,동대문구,1,33,1367.2,1234.7
서울특별시 동작구 대방주공아파트(ID:20-940),동작구,1,40,1514.3,1410.9
서울특별시 강서구 화곡중고등학교16-211,강서구,0,38,2949.5,2213.8
서울특별시 강남구 일원본동 일원역,강남구,1,32,3718,3059.5
서울특별시 영등포구 공군회관 앞 정류장(19-225),영등포구,1,34,2556.1,2377.5
서울특별시 강북구 월계로191-40 재활용품선별처리시설장 앞,강북구,1,32,851,772.1
서울특별시 중구 을지로3가역 10번 출구,중구,0,36,1468.2,1268
서울특별시 강남구 개포동 개포1단지(82동 앞),강남구,0,32,3718,3059.5
서울특별시 동작구 상도로 62(칸타빌레 앞),동작구,0,40,1514.3,1410.9
"서울특별시 용산구 서빙고역 교차로 버스정류장(03-267,서빙고역건너편)",용산구,0,36,1140.8,1009.6
서울특별시 서초구 효령로 388 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 송파구 올림픽공원테니스장 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 동작구 현충로 108,동작구,0,40,1514.3,1410.9
서울특별시 강서구 양천로27길 생태공원 버스정류장,강서구,1,38,2949.5,2213.8
서울특별시 강남구 제일은행 (프뢰벨),강남구,2,32,3718,3059.5
서울특별시 서초구 방배우성아파트 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 도봉구 주공4단지 408동 앞,도봉구,2,35,805.8,624.4
서울특별시 송파구 신천동 7-16 국민연금공단 앞 횡단보도,송파구,0,34,2353.1,2041.2
서울특별시 영등포구 대림로 195 앞 IBK기업은행 앞에 버스정류장,영등포구,0,34,2556.1,2377.5
서울특별시 영등포구 선유동 1로 21 앞,영등포구,0,34,2556.1,2377.5
서울특별시 광진구 구의3동 현대폴라트리움 앞(구의강변로 102),광진구,0,33,1379.4,1290.4
서울특별시 성동구 용답동235-5,성동구,0,34,2181.2,1442.1
서울특별시 송파구 잠실동 228-10 주변,송파구,0,34,2353.1,2041.2
서울특별시 강동구 797 앞 도로,강동구,0,37,4555.5,4356.1
서울특별시 송파구 천호역 9번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 관악구 관악로 173,관악구,0,35,1666.5,1533.2
서울특별시 성북구 종암동15-27(종암2치안센타),성북구,0,34,1354.6,1247.6
서울특별시 동대문구 사가정로 199-1,동대문구,1,33,1367.2,1234.7
서울특별시 광진구 구의역 2번출구 앞,광진구,0,33,1379.4,1290.4
서울특별시 구로구 가마산로218,구로구,0,37,1333.4,1111.4
서울특별시 양천구 진명여고앞 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 성북구 안암로터리(안암로75),성북구,0,34,1354.6,1247.6
서울특별시 중구 평화방송 앞 버스환승센터,중구,0,36,1468.2,1268
서울특별시 마포구 월드컵로240 (월드컵경기장 남쪽 14-104 버스정류장),마포구,0,34,1979.4,1753.4
서울특별시 강남구 단란주점 소나무,강남구,0,32,3718,3059.5
서울특별시 중구 서울역우체국 버스정류장,중구,0,36,1468.2,1268
서울특별시 강동구 올림픽로777 (암사동502-18 암사역4번출구 앞),강동구,0,37,4555.5,4356.1
서울특별시 강남구 현대아파트 71동,강남구,0,32,3718,3059.5
서울특별시 강동구 동남로832 (상일동166 한영외고 앞 버스정류장),강동구,0,37,4555.5,4356.1
서울특별시 용산구 LG유플러스앞 횡단보도(도심),용산구,0,36,1140.8,1009.6
서울특별시 강남구 대치동 990-1,강남구,0,32,3718,3059.5
서울특별시 광진구 면목로 입구(삼성 자동차매장 앞),광진구,0,33,1379.4,1290.4
서울특별시 강동구 성안로159 (천호동155-3 강동성심병원 버스정류장),강동구,0,37,4555.5,4356.1
서울특별시 강북구 수유역 4번 출구 앞,강북구,0,32,851,772.1
서울특별시 강남구 대치동 961,강남구,0,32,3718,3059.5
서울특별시 송파구 문정역 4번 출구,송파구,0,34,2353.1,2041.2
서울특별시 서대문구 신촌동 신촌로155,서대문구,0,32,1604.9,1490.7
서울특별시 마포구 월드컵로204( 마포구청앞 사거리 이안빌딩앞),마포구,0,34,1979.4,1753.4
서울특별시 종로구 상명대버스 정류장,종로구,0,36,882,735.3
서울특별시 영등포구 KBS 별관 앞 버스정류장(19-150),영등포구,1,34,2556.1,2377.5
서울특별시 종로구 경복궁역 4번출구,종로구,2,36,882,735.3
서울특별시 중구 청구역 3번 출구,중구,0,36,1468.2,1268
서울특별시 은평구 와산교 아래 와산교 버스정류장,은평구,0,38,2311.2,2146.4
서울특별시 영등포구 여의동주민센터 앞 버스정류장(19-148),영등포구,1,34,2556.1,2377.5
서울특별시 송파구 신천역 8번출구,송파구,0,34,2353.1,2041.2
서울특별시 종로구 함춘회관앞,종로구,1,36,882,735.3
서울특별시 중구 동화면세점 앞(2) 세종로파출소,중구,0,36,1468.2,1268
서울특별시 노원구 노원구청,도봉구,0,35,805.8,624.4
서울특별시 서대문구 연세로 18 횡단보도,서대문구,0,32,1604.9,1490.7
서울특별시 동대문구 이문로 1길 11 시조사 삼거리,동대문구,0,33,1367.2,1234.7
서울특별시 송파구 잠실엘스 아파트 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 성북구 오패산로3길 17. 동신아파트 앞 버스정류장 (08-403),성북구,0,34,1354.6,1247.6
서울특별시 도봉구 신동아타워 앞,도봉구,1,35,805.8,624.4
서울특별시 용산구 용산공업고등학교앞 횡단보도,용산구,0,36,1140.8,1009.6
서울특별시 구로구 구로동로2,구로구,0,37,1333.4,1111.4
서울특별시 강동구 올림픽로654 (천호동429-2 세븐일레븐 앞),강동구,0,37,4555.5,4356.1
서울특별시 강동구 고덕로 상일역3번 출구앞,강동구,2,37,4555.5,4356.1
서울특별시 강남구 논현2동 파출소,강남구,0,32,3718,3059.5
서울특별시 광진구 구의사거리 버스정류장,광진구,0,33,1379.4,1290.4
서울특별시 노원구 상계주공1단지,노원구,0,36,1591.5,1366.8
서울특별시 송파구 가락동 108-8 앞,송파구,0,34,2353.1,2041.2
서울특별시 강서구 등촌삼거리,강서구,0,38,2949.5,2213.8
서울특별시 은평구 응암로179 롯데리아 앞,은평구,0,38,2311.2,2146.4
서울특별시 은평구 연서로37 버스정류장(역촌동),은평구,0,38,2311.2,2146.4
서울특별시 강서구 마곡엠밸리5단지 버스정류장(16-706),강서구,0,38,2949.5,2213.8
서울특별시 영등포구 타임스퀘어 버스정류장(19-434),영등포구,0,34,2556.1,2377.5
서울특별시 동작구 신대방역 정류장,동작구,0,40,1514.3,1410.9
서울특별시 동대문구 답십리로 51,동대문구,1,33,1367.2,1234.7
서울특별시 서대문구 북가좌2동 응암로78(13174),서대문구,0,32,1604.9,1490.7
서울특별시 동작구 기업은행 앞,동작구,0,40,1514.3,1410.9
서울특별시 관악구 남부순환로 1474,관악구,0,35,1666.5,1533.2
서울특별시 강남구 메디모아병원,강남구,0,32,3718,3059.5
서울특별시 도봉구 도봉산성당앞,도봉구,1,35,805.8,624.4
서울특별시 양천구 등촌지하차도(14단지쪽),양천구,0,39,1107.7,923.9
서울특별시 광진구 오렌지팩토리 앞 버스정류장,광진구,0,33,1379.4,1290.4
서울특별시 중구 필동 서애로길,중구,0,36,1468.2,1268
서울특별시 서대문구 연세로 37-1 대학약국,서대문구,0,32,1604.9,1490.7
서울특별시 금천구 독산로 139(시흥동 856-22),금천구,0,35,1936.9,1798.5
서울특별시 강서구 마곡수명산파트4단지 횡단보도,강서구,0,38,2949.5,2213.8
서울특별시 용산구 숙대입구역• 청파동주민센터버스정류장(03-128),용산구,0,36,1140.8,1009.6
서울특별시 강동구 고덕로53 (암사동442 뚜레쥬르 앞),강동구,0,37,4555.5,4356.1
서울특별시 마포구 월드컵북로366 cj센터 건물 앞 (14-286 버스정류장),마포구,0,34,1979.4,1753.4
서울특별시 서대문구 성산로490,서대문구,0,32,1604.9,1490.7
서울특별시 광진구 용마사거리(SK텔레콤),광진구,0,33,1379.4,1290.4
서울특별시 성동구 312,성동구,0,34,2181.2,1442.1
"서울특별시 영등포구 양평한신아파트,선유도공원입구 버스정류장(19-216)",영등포구,0,34,2556.1,2377.5
서울특별시 중랑구 중랑교동부시장(07-321),중랑구,0,33,1585.9,1461.3
서울특별시 강동구 보훈병원 정류장,강동구,0,37,4555.5,4356.1
서울특별시 강동구 리버파크3단지 후문,강동구,0,37,4555.5,4356.1
서울특별시 강남구 대치동 995-9,강남구,0,32,3718,3059.5
서울특별시 관악구 관악로 172,관악구,0,35,1666.5,1533.2
서울특별시 용산구 갈월동 숙대입구 지하철역 9번출구앞,용산구,0,36,1140.8,1009.6
서울특별시 서초구 교대역 1번 출구 맥도날드 앞,서초구,0,39,3801.7,3566.8
서울특별시 서대문구 신촌동 신촌로173(13865),서대문구,0,32,1604.9,1490.7
서울특별시 강서구 개화역16-170,강서구,0,38,2949.5,2213.8
서울특별시 마포구 서강로129 노고산치안센터 신촌로터리 버스정류장(14-204),마포구,0,34,1979.4,1753.4
서울특별시 구로구 도림천로 448,구로구,0,37,1333.4,1111.4
서울특별시 도봉구 창경빌딩 앞,도봉구,0,35,805.8,624.4
서울특별시 서대문구 연희동 연희로125,서대문구,0,32,1604.9,1490.7
서울특별시 중구 동대문역사문화공원역 5번출구,중구,1,36,1468.2,1268
서울특별시 노원구 하계우성아파트,노원구,0,36,1591.5,1366.8
서울특별시 도봉구 발바닥공원 앞,도봉구,1,35,805.8,624.4
서울특별시 영등포구 대방역 버스정류장(ID 19-307),영등포구,1,34,2556.1,2377.5
서울특별시 성북구 국민대학교 앞 버스정류장 (08-108),성북구,0,34,1354.6,1247.6
서울특별시 성동구 성동구 행당동 284,성동구,0,34,2181.2,1442.1
서울특별시 강남구 기업은행,강남구,0,32,3718,3059.5
서울특별시 영등포구 대신시장 버스정류장(19-228),영등포구,0,34,2556.1,2377.5
서울특별시 마포구 만리재로 한겨레 신문사 버스정류장 (14-146),마포구,1,34,1979.4,1753.4
서울특별시 서대문구 서소문로21(13253),서대문구,1,32,1604.9,1490.7
서울특별시 영등포구 당산역 10번출구 소공원,영등포구,0,34,2556.1,2377.5
서울특별시 은평구 은평로 28 신사1치안센터 앞(신사동),은평구,0,38,2311.2,2146.4
서울특별시 도봉구 꽃동네 3번 종점,도봉구,1,35,805.8,624.4
"서울특별시 마포구 독막로 192, 신수동 주민센터앞",마포구,0,34,1979.4,1753.4
서울특별시 송파구 가락동 21-6 웃말공원 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 동대문구 천호대로 313,동대문구,0,33,1367.2,1234.7
서울특별시 강북구 삼양로372 원헤어샵 앞,강북구,0,32,851,772.1
서울특별시 노원구 시립과학관,노원구,0,36,1591.5,1366.8
서울특별시 마포구 합정역 버스정류장 (14-245) 마포한강푸르지오 앞,마포구,1,34,1979.4,1753.4
서울특별시 마포구 상암동 1538,마포구,0,34,1979.4,1753.4
"서울특별시 성북구 보문로61(보문동7가32-4),보문동주민
센타버스정류장",성북구,0,34,1354.6,1247.6
서울특별시 서대문구 신촌동 신촌로 동교동삼거리(13018),서대문구,0,32,1604.9,1490.7
서울특별시 구로구 고척로153,구로구,1,37,1333.4,1111.4
서울특별시 도봉구 서울탁주 건너편,도봉구,0,35,805.8,624.4
서울특별시 강남구 현대아파트 203동,강남구,0,32,3718,3059.5
서울특별시 중구 국립의료원 버스정류장 앞,중구,1,36,1468.2,1268
서울특별시 관악구 관악로 186,관악구,0,35,1666.5,1533.2
서울특별시 동대문구 이문로 190,동대문구,0,33,1367.2,1234.7
서울특별시 강서구 가양3동 1484-6 인도변,강서구,2,38,2949.5,2213.8
서울특별시 마포구 서부면허시헙장 버스정류장 (14-110),마포구,0,34,1979.4,1753.4
서울특별시 강남구 라마다호텔,강남구,0,32,3718,3059.5
서울특별시 중구 남대문 제일은행,중구,0,36,1468.2,1268
서울특별시 강북구 노해로 90 참숲바베큐 앞 버스정류장,강북구,0,32,851,772.1
서울특별시 서초구 서초대로 240 앞(서초역 2번 출구 앞),서초구,0,39,3801.7,3566.8
서울특별시 광진구 대공원역 사거리(2번출구) 횡단보도,광진구,0,33,1379.4,1290.4
서울특별시 강동구 고덕6단지 정류장,강동구,0,37,4555.5,4356.1
서울특별시 강서구 가양한강타운아파트16-228,강서구,0,38,2949.5,2213.8
서울특별시 서초구 사평역 2번 출구 앞 버스정류장,서초구,0,39,3801.7,3566.8
서울특별시 도봉구 이마트교차로,도봉구,1,35,805.8,624.4
서울특별시 강북구 덕릉로 133 앞 버스정류장,강북구,1,32,851,772.1
서울특별시 관악구 남부순환로 1598,관악구,0,35,1666.5,1533.2
서울특별시 영등포구 대방역 버스중앙차로 (19-015),영등포구,0,34,2556.1,2377.5
서울특별시 마포구 공덕역 7번출구 옆 횡단보도 앞,마포구,0,34,1979.4,1753.4
서울특별시 강동구 동남로870 (상일동477 강동아트센타 버스정류장),강동구,1,37,4555.5,4356.1
서울특별시 강남구 개포동 개포지구대,강남구,0,32,3718,3059.5
"서울특별시 강동구 가장맛있는족발, KT앞",강동구,0,37,4555.5,4356.1
서울특별시 영등포구 미성아파트 A동 입구,영등포구,0,34,2556.1,2377.5
서울특별시 강북구 한천로1098,강북구,0,32,851,772.1
서울특별시 마포구 월드컵로58 (스크린골프장 앞 횡단보도)(구)청해수산,마포구,0,34,1979.4,1753.4
서울특별시 금천구 시흥대로 10(시흥동 967-1),금천구,0,35,1936.9,1798.5
서울특별시 강남구 루비나,강남구,0,32,3718,3059.5
서울특별시 관악구 신림로 105,관악구,0,35,1666.5,1533.2
서울특별시 은평구 불광역 2번 출구 에코로바 앞(불광1동 285-31),은평구,0,38,2311.2,2146.4
서울특별시 성동구 금호동1가1797-1,성동구,0,34,2181.2,1442.1
서울특별시 은평구 은평터널로 143 카맨샵 앞,은평구,1,38,2311.2,2146.4
서울특별시 강남구 전기공사공제조합,강남구,0,32,3718,3059.5
서울특별시 서대문구 연희동 연희로204(13154),서대문구,0,32,1604.9,1490.7
서울특별시 강서구 개화검문소앞16-169,강서구,0,38,2949.5,2213.8
서울특별시 서대문구 홍제3동 세검정로46,서대문구,0,32,1604.9,1490.7
서울특별시 강서구 가로공원로 192 사거리 횡단보도,강서구,0,38,2949.5,2213.8
서울특별시 동대문구 한천로 424 쌍용아파트 앞,동대문구,0,33,1367.2,1234.7
서울특별시 동작구 삼일공원 정류장(ID:20-732),동작구,1,40,1514.3,1410.9
서울특별시 용산구 대림아파트 버스정류장(03-293)(새남터성당입구횡단보도),용산구,0,36,1140.8,1009.6
서울특별시 중구 신당동 종점떡볶이 앞 버스정류장,중구,1,36,1468.2,1268
서울특별시 광진구 강변역 중앙통로,광진구,0,33,1379.4,1290.4
서울특별시 금천구 금하로 793(벽산5단지),금천구,0,35,1936.9,1798.5
서울특별시 동대문구 안암로 114,동대문구,0,33,1367.2,1234.7
"서울특별시 종로구 종로78
아리따움 앞",종로구,1,36,882,735.3
서울특별시 송파구 오금역 7번출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 성동구 금호로60-1,성동구,0,34,2181.2,1442.1
서울특별시 강서구 등촌2동주민센터.등촌동대림아파트 버스정류장(16-175),강서구,0,38,2949.5,2213.8
"서울특별시 양천구 목동역5번출구,버스정류장앞",양천구,0,39,1107.7,923.9
서울특별시 용산구 하얏트호텔 정문앞 마을버스정류장(용산03),용산구,0,36,1140.8,1009.6
서울특별시 서초구 반포대로 95 명인제약 앞 버스정류장,서초구,0,39,3801.7,3566.8
서울특별시 강남구 한국촌,강남구,1,32,3718,3059.5
서울특별시 강동구 서원마을 입구,강동구,0,37,4555.5,4356.1
서울특별시 영등포구 국민은행 앞,영등포구,0,34,2556.1,2377.5
서울특별시 마포구 성산소방파출소(14-161 버스정류장),마포구,0,34,1979.4,1753.4
서울특별시 마포구 어울마당로55 치르치르 앞 공원내,마포구,0,34,1979.4,1753.4
서울특별시 서대문구 명물길19,서대문구,0,32,1604.9,1490.7
서울특별시 중랑구 지하철6호선화랑대역5번출구(07-295),중랑구,0,33,1585.9,1461.3
서울특별시 구로구 도림로11,구로구,0,37,1333.4,1111.4
서울특별시 구로구 도림로65,구로구,0,37,1333.4,1111.4
서울특별시 광진구 청소년수련원 정류장,광진구,0,33,1379.4,1290.4
서울특별시 강서구 송정역16-116,강서구,0,38,2949.5,2213.8
서울특별시 강남구 삼성역6번 출구,강남구,0,32,3718,3059.5
서울특별시 중랑구 면목본동주민센터(07-172),중랑구,0,33,1585.9,1461.3
서울특별시 강서구 양천로 서남환경공원 버스정류장,강서구,0,38,2949.5,2213.8
서울특별시 도봉구 중흥S클래스아파트 앞,도봉구,1,35,805.8,624.4
"서울특별시 성북구 길음2동1150(길음동부아파트 
버스정류장)",성북구,0,34,1354.6,1247.6
서울특별시 광진구 올림픽대교 북단사거리 농협 앞,광진구,0,33,1379.4,1290.4
서울특별시 강북구 수유역 7번 출구 앞,강북구,0,32,851,772.1
서울특별시 광진구 우성1차 앞 정류장,광진구,0,33,1379.4,1290.4
서울특별시 송파구 풍납동 121-10 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 강남구 한솔상호저축은행,강남구,0,32,3718,3059.5
서울특별시 강남구 YBM어학원,강남구,0,32,3718,3059.5
서울특별시 강남구 대치동 913-16,강남구,0,32,3718,3059.5
서울특별시 동대문구 이문로 9 회기동 현대아파트 앞,동대문구,0,33,1367.2,1234.7
서울특별시 도봉구 쌍문역 4번 출구,도봉구,0,35,805.8,624.4
"서울특별시 양천구 목동초교,건너 쉐르빌@앞",양천구,0,39,1107.7,923.9
서울특별시 동작구 보라매로 104,동작구,0,40,1514.3,1410.9
서울특별시 영등포구 6번출구 버스정류장(19-155),영등포구,0,34,2556.1,2377.5
서울특별시 관악구 신림로 371,관악구,0,35,1666.5,1533.2
서울특별시 광진구 구의사거리(T월드앞),광진구,0,33,1379.4,1290.4
서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,용산구,0,36,1140.8,1009.6
서울특별시 구로구 신도림로19길7,구로구,0,37,1333.4,1111.4
서울특별시 강서구 방화중학교16-164,강서구,0,38,2949.5,2213.8
서울특별시 마포구 양화로27 합정역 8번출구 앞 교통섬 횡단보도 옆,마포구,1,34,1979.4,1753.4
서울특별시 구로구 가마산로 180-2,구로구,0,37,1333.4,1111.4
서울특별시 서초구 대우푸르지오써밋아파트 앞 버스정류장,서초구,0,39,3801.7,3566.8
서울특별시 서대문구 북가좌1동 수색로 장미터널,서대문구,0,32,1604.9,1490.7
서울특별시 용산구 원효2동 산호아파트(현대자동차써비스센터방면) 버스정류장(03-299),중구,0,36,1468.2,1268
서울특별시 강남구 마샬웨딩홀,강남구,0,32,3718,3059.5
서울특별시 서초구 신반포자이아파트 앞 버스정류장,서초구,0,39,3801.7,3566.8
서울특별시 양천구 오목공원앞 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 동작구 신대방 성원상떼빌(ID:20-001),동작구,0,40,1514.3,1410.9
"서울특별시 은평구 한국성서지사,북한산푸르지오 버스정류장 횡단보도",은평구,0,38,2311.2,2146.4
서울특별시 강서구 강서구청 가양동별관,강서구,1,38,2949.5,2213.8
"서울특별시 중구 장충동, 동국대입구 버스정류장",중구,0,36,1468.2,1268
서울특별시 구로구 76,구로구,0,37,1333.4,1111.4
서울특별시 송파구 거여동 21-3 버스정류장 주변,송파구,1,34,2353.1,2041.2
서울특별시 중랑구 신내동성3차아파트(07-275),중랑구,1,33,1585.9,1461.3
서울특별시 서대문구 명물길49(명물거리쉼터 소공원),서대문구,0,32,1604.9,1490.7
서울특별시 은평구 서오릉로 94 국민은행 앞,은평구,0,38,2311.2,2146.4
서울특별시 강남구 개포동 272 국악고등학교 앞,강남구,0,32,3718,3059.5
서울특별시 중구 시청역 10번출구,중구,0,36,1468.2,1268
서울특별시 관악구 신림로 315,관악구,0,35,1666.5,1533.2
서울특별시 강북구 송중초 앞 버스정류장(09-245),강북구,0,32,851,772.1
서울특별시 구로구 가마산로 9길 4-4,구로구,0,37,1333.4,1111.4
서울특별시 마포구 양화로48 합정역5번출구앞,마포구,1,34,1979.4,1753.4
서울특별시 송파구 가락시장역 7번 출구,송파구,0,34,2353.1,2041.2
서울특별시 중구 외환은행 본점 앞,중구,0,36,1468.2,1268
서울특별시 송파구 신천역 4번 출구,송파구,0,34,2353.1,2041.2
서울특별시 마포구 디지털미디어시티역 2번출구 건너편,마포구,0,34,1979.4,1753.4
서울특별시 중구 중부소방서 앞 버스정류장,중구,0,36,1468.2,1268
서울특별시 마포구 독막로37 현대자동차 앞 버스정류장(14-121),마포구,0,34,1979.4,1753.4
서울특별시 서대문구 통일로419-1 (13912),서대문구,0,32,1604.9,1490.7
서울특별시 성동구 독서당로173,성동구,0,34,2181.2,1442.1
서울특별시 노원구 상계1동 수락산역 5번 출구 버스정류장,노원구,0,36,1591.5,1366.8
서울특별시 강남구 봉은사역 1번출구,강남구,1,32,3718,3059.5
서울특별시 강북구 노해로105 삼화패인트 앞,강북구,1,32,851,772.1
서울특별시 성동구 아차산로85-1,성동구,1,34,2181.2,1442.1
"서울특별시 양천구 신월4동신한은행건너,정류장",양천구,0,39,1107.7,923.9
서울특별시 송파구 올림픽공원 평화의문 남2문 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 도봉구 도봉중학교 앞,도봉구,0,35,805.8,624.4
서울특별시 은평구 통일로928 게르만베이커리 앞(불광2동494),은평구,1,38,2311.2,2146.4
서울특별시 마포구 월드컵북로35 (구) 청기와 예식장 앞 횡단보도,마포구,0,34,1979.4,1753.4
서울특별시 금천구 시흥대로236(시흥사거리 버스정류장),금천구,0,35,1936.9,1798.5
서울특별시 마포구 월드컵북로 디지털미디어시티 교차로 (월드컵4차아파트 상가) 던킨도너츠 앞,마포구,0,34,1979.4,1753.4
서울특별시 동대문구 서울시립대로 147,동대문구,0,33,1367.2,1234.7
서울특별시 구로구 신도림역2번(자전거),구로구,0,37,1333.4,1111.4
서울특별시 성동구 성동구 도선동 409,성동구,0,34,2181.2,1442.1
서울특별시 송파구 장지역 2번 출구,송파구,0,34,2353.1,2041.2
서울특별시 동대문구 청량리역,동대문구,0,33,1367.2,1234.7
서울특별시 마포구 양화로133 서교타워 앞,마포구,0,34,1979.4,1753.4
"서울특별시 마포구 양화로151 외환은행 앞,홍대입구역 1번출구 앞",마포구,0,34,1979.4,1753.4
서울특별시 강남구 미켈란107,강남구,1,32,3718,3059.5
서울특별시 마포구 월드컵북로361 이안건물 앞 (14-287 버스정류장),마포구,1,34,1979.4,1753.4
서울특별시 서대문구 연희동 연희로113(13151),서대문구,0,32,1604.9,1490.7
서울특별시 도봉구 양조장 앞,도봉구,0,35,805.8,624.4
"서울특별시 양천구 신월4동,강서초교 버스정류장",양천구,0,39,1107.7,923.9
"서울특별시 구로구 경인로67길 23
(푸르지오2차아파트 상가 앞)",구로구,0,37,1333.4,1111.4
서울특별시 강동구 길동생태공원건너편,강동구,3,37,4555.5,4356.1
서울특별시 양천구 푸른마을1단지 버스정류장앞,양천구,0,39,1107.7,923.9
서울특별시 송파구 석촌동 220 배명야구장 삼거리,송파구,0,34,2353.1,2041.2
서울특별시 강남구 아우디,강남구,0,32,3718,3059.5
서울특별시 중랑구 버스중앙차로 (07-011),중랑구,1,33,1585.9,1461.3
서울특별시 강남구 우리은행,강남구,0,32,3718,3059.5
서울특별시 도봉구 방학2동 어린이집 앞,도봉구,1,35,805.8,624.4
서울특별시 강동구 암사역 1번 출구,강동구,0,37,4555.5,4356.1
서울특별시 강동구 구천면로476 (명일동257 고덕9단지ⓐ 버스정류장),강동구,1,37,4555.5,4356.1
서울특별시 동대문구 고대역삼거리 버스정류장,동대문구,0,33,1367.2,1234.7
서울특별시 마포구 양화로27 황소곱창 앞 버스정류장(14-218),마포구,1,34,1979.4,1753.4
서울특별시 서대문구 연세로 23 횡단보도,서대문구,0,32,1604.9,1490.7
서울특별시 강남구 강남병원,강남구,0,32,3718,3059.5
서울특별시 도봉구 방학사거리 사계공원 겨울,도봉구,0,35,805.8,624.4
서울특별시 마포구 아현초등학교 옆 횡단보도 앞,서대문구,0,32,1604.9,1490.7
서울특별시 동작구 상도치킨 앞,동작구,0,40,1514.3,1410.9
서울특별시 강남구 역삼동 선릉역 4번출구 앞,강남구,0,32,3718,3059.5
"서울특별시 종로구 종로69 
서울YMCA",종로구,1,36,882,735.3
