위치,자치구명,공원명,미세먼지(㎍/㎥),배출량(C),재활용
서울특별시 구로구 구로중앙로17,구로구,0,37,1333.4,1111.4
서울특별시 중구 충정로역 4번출구,중구,1,36,1468.2,1268
서울특별시 성동구 금호동3가210-2,성동구,0,34,2181.2,1442.1
서울특별시 강동구 둔촌고등학교 정류장,강동구,0,37,4555.5,4356.1
서울특별시 도봉구 문화주차장 앞,도봉구,0,35,805.8,624.4
서울특별시 광진구 능동로36길 10(사브노래방 앞),광진구,0,33,1379.4,1290.4
서울특별시 동작구 가온누리B/D 앞,동작구,0,40,1514.3,1410.9
서울특별시 은평구 은평로 127 원약국,은평구,0,38,2311.2,2146.4
"서울특별시 성북구 경신중고 입구 정류장(08-233)
성북로52",성북구,0,34,1354.6,1247.6
서울특별시 서대문구 연희동 성산로318,서대문구,1,32,1604.9,1490.7
서울특별시 서초구 강남대로 27(AT센터) 건너편,서초구,0,39,3801.7,3566.8
서울특별시 강동구 양재대로1480 (길동378 길동역3번출구 앞),강동구,0,37,4555.5,4356.1
서울특별시 마포구 연희로43 미니스톱앞 버스정류장(14-226),마포구,0,34,1979.4,1753.4
서울특별시 도봉구 쌍문역 3번출구,도봉구,0,35,805.8,624.4
서울특별시 서초구 고속터미널교차로 G14번 출구 앞,서초구,0,39,3801.7,3566.8
서울특별시 마포구 양화로36 할리스커피 공원분수앞,마포구,1,34,1979.4,1753.4
서울특별시 도봉구 녹산교회 앞,도봉구,0,35,805.8,624.4
서울특별시 중랑구 면목역3번출구(07-170),중랑구,0,33,1585.9,1461.3
서울특별시 강남구 E·S타워,강남구,0,32,3718,3059.5
서울특별시 중구 약수역 3번 출구,중구,0,36,1468.2,1268
서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),용산구,0,36,1140.8,1009.6
서울특별시 마포구 어울마당로132 나루수산 앞 공터,마포구,0,34,1979.4,1753.4
서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,마포구,0,34,1979.4,1753.4
서울특별시 강서구 화곡역.현대주유소 16-205,강서구,0,38,2949.5,2213.8
서울특별시 강동구 강동 경희대병원 버스정류장 인근,강동구,1,37,4555.5,4356.1
서울특별시 금천구 금하로 737,금천구,0,35,1936.9,1798.5
서울특별시 서초구 효령로 161 앞,서초구,0,39,3801.7,3566.8
서울특별시 강서구 개화동로21길 4 방화동도시개발11단지 버스정류장,강서구,0,38,2949.5,2213.8
서울특별시 도봉구 창4동 s오일주유소 전,도봉구,1,35,805.8,624.4
서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),용산구,0,36,1140.8,1009.6
서울특별시 도봉구 방학동 세븐일레븐 건너편,도봉구,0,35,805.8,624.4
서울특별시 용산구 한강진역 1번출구앞 (용산국제학교입구),용산구,0,36,1140.8,1009.6
서울특별시 마포구 월드컵파크 4단지 후문(14-306),마포구,1,34,1979.4,1753.4
서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),용산구,0,36,1140.8,1009.6
서울특별시 성동구 341-1,성동구,1,34,2181.2,1442.1
서울특별시 도봉구 창동역1번출구 농협하나로마트 정문 앞,도봉구,0,35,805.8,624.4
서울특별시 마포구 잔다리로 13 로데오거리 버스정류장(14-884),마포구,0,34,1979.4,1753.4
서울특별시 은평구 연서로 72 간판(파란광고),은평구,0,38,2311.2,2146.4
서울특별시 은평구 수색역 4번 출구 앞,은평구,0,38,2311.2,2146.4
서울특별시 은평구 증산3교 증산중학교 버스정류장,은평구,0,38,2311.2,2146.4
서울특별시 강남구 역삼역8번 출구,강남구,0,32,3718,3059.5
서울특별시 서대문구 신촌동 신촌로121,서대문구,0,32,1604.9,1490.7
서울특별시 강남구 미켈란,강남구,1,32,3718,3059.5
서울특별시 마포구 월드컵로240 (14-573 월드컵경기장역 8번 마을버스정류장) cgv,마포구,0,34,1979.4,1753.4
서울특별시 은평구 서오릉로 205 선진운수 종점,은평구,0,38,2311.2,2146.4
서울특별시 도봉구 신창동물병원 앞,도봉구,0,35,805.8,624.4
서울특별시 강동구 풍성로144 (성내동520-2 대한지적공사 앞),강동구,0,37,4555.5,4356.1
서울특별시 용산구 갈월동종합사회복지관 택시정류장,용산구,0,36,1140.8,1009.6
서울특별시 강서구 마곡역 버스정류장(16-398),강서구,0,38,2949.5,2213.8
서울특별시 동대문구 왕산로 61,동대문구,0,33,1367.2,1234.7
서울특별시 강남구 한국건설안전협회,강남구,0,32,3718,3059.5
서울특별시 동작구 GS25편의점앞,동작구,0,40,1514.3,1410.9
서울특별시 용산구 한강중학교건너편(용산구청방면) 버스정류장(03-155),용산구,0,36,1140.8,1009.6
서울특별시 도봉구 홈플러스 맞은편,도봉구,0,35,805.8,624.4
서울특별시 송파구 아시아선수촌아파트 앞 버스정류장,송파구,1,34,2353.1,2041.2
서울특별시 송파구 성내천로 63길 4,송파구,0,34,2353.1,2041.2
서울특별시 구로구 디지털로27길 124,구로구,0,37,1333.4,1111.4
서울특별시 중구 예금보험공사 본사 앞,중구,0,36,1468.2,1268
서울특별시 은평구 불광로 83 포토라이트,은평구,0,38,2311.2,2146.4
서울특별시 강남구 LH푸르지오 201동 정류장,강남구,0,32,3718,3059.5
서울특별시 동작구 상도 치안센타앞,동작구,0,40,1514.3,1410.9
서울특별시 영등포구 수정교회 버스정류장(19-457),영등포구,0,34,2556.1,2377.5
서울특별시 강서구 화곡중고등학교16-212,강서구,0,38,2949.5,2213.8
서울특별시 영등포구 영등포시장 버스정류장(19-120),영등포구,1,34,2556.1,2377.5
서울특별시 도봉구 쌍문역 2번출구,도봉구,1,35,805.8,624.4
서울특별시 마포구 마포구청 앞 광장 4구재활용,마포구,0,34,1979.4,1753.4
서울특별시 중랑구 버스중앙차로 (07-009),중랑구,1,33,1585.9,1461.3
서울특별시 마포구 월드컵로160 (마포구청역4번출구 앞),마포구,0,34,1979.4,1753.4
서울특별시 구로구 고척로212,구로구,1,37,1333.4,1111.4
"서울특별시 종로구 평창주민센타 
버스정류장",종로구,0,36,882,735.3
서울특별시 은평구 연신초교 앞,은평구,0,38,2311.2,2146.4
서울특별시 강북구 서울특별시 강북구 솔샘로 233 (미아동),강북구,0,32,851,772.1
서울특별시 강서구 마곡나루역 버스정류장(16-396),강서구,0,38,2949.5,2213.8
서울특별시 송파구 방이동 177-6 그린파크 앞,송파구,0,34,2353.1,2041.2
서울특별시 도봉구 맥도날드 앞,도봉구,0,35,805.8,624.4
서울특별시 강동구 구천면로233,강동구,1,37,4555.5,4356.1
서울특별시 은평구 백련산로 160 녹번역 센트레빌 아파트,은평구,0,38,2311.2,2146.4
서울특별시 관악구 난곡로 358-1,관악구,0,35,1666.5,1533.2
서울특별시 도봉구 보건소 사거리,도봉구,0,35,805.8,624.4
서울특별시 중구 송도병원 건너편 버스정류장,중구,0,36,1468.2,1268
서울특별시 영등포구 에이스하이테크시티 앞 버스중앙차로(19-004),영등포구,0,34,2556.1,2377.5
서울특별시 강서구 가양역 우성아파트 버스정류장(16-260),강서구,0,38,2949.5,2213.8
서울특별시 서초구 남부터미널역 1번 출구,서초구,0,39,3801.7,3566.8
"서울특별시 중랑구 신내8단지,서울의료원(07-279)",동대문구,0,33,1367.2,1234.7
서울특별시 은평구 진관동 210-12 롯데마트 앞,은평구,0,38,2311.2,2146.4
서울특별시 강동구 강동공영차고지(426)건너편,강동구,0,37,4555.5,4356.1
서울특별시 송파구 올림픽로37길 109 잠현초 건너편,송파구,0,34,2353.1,2041.2
서울특별시 도봉구 동부센트레빌 앞,도봉구,0,35,805.8,624.4
서울특별시 마포구 양화로140 맥도날드 앞 횡단보드,마포구,1,34,1979.4,1753.4
서울특별시 강서구 강서구청앞1,강서구,0,38,2949.5,2213.8
서울특별시 구로구 구로동로 141,구로구,0,37,1333.4,1111.4
서울특별시 강동구 고덕6단지 정문앞,강동구,0,37,4555.5,4356.1
서울특별시 성동구 성동구 성수동 2가 275-6,성동구,0,34,2181.2,1442.1
서울특별시 송파구 로데오거리,송파구,0,34,2353.1,2041.2
서울특별시 송파구 오금동사거리 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 강남구 개포동 주공1단지(17동 앞),강남구,0,32,3718,3059.5
서울특별시 도봉구 도봉역1번출구,도봉구,0,35,805.8,624.4
서울특별시 구로구 개봉로19길39,구로구,0,37,1333.4,1111.4
서울특별시 강남구 역삼동 735,강남구,0,32,3718,3059.5
서울특별시 강남구 도곡동 518-10,강남구,0,32,3718,3059.5
서울특별시 강남구 강남모터스,강남구,0,32,3718,3059.5
서울특별시 강동구 명일로113 (둔촌동545 둔촌하이츠ⓐ 앞),강동구,0,37,4555.5,4356.1
서울특별시 용산구 국립중앙박물관 정문앞 횡단보도,용산구,1,36,1140.8,1009.6
서울특별시 서대문구 연희동 연희로170(13152),서대문구,0,32,1604.9,1490.7
서울특별시 중구 퇴계로6가 쌍림빌딩 옆 버스정류장,중구,0,36,1468.2,1268
서울특별시 광진구 중랑천 매점 앞(굴다리 입구),광진구,0,33,1379.4,1290.4
서울특별시 용산구 한남나들목(A) 출입구앞,용산구,0,36,1140.8,1009.6
서울특별시 강남구 신사빌딩,강남구,1,32,3718,3059.5
서울특별시 강남구 개포동 주공1단지(3동 앞),강남구,0,32,3718,3059.5
서울특별시 강동구 천호대로1097 (천호동447 HJB빌딩),강동구,0,37,4555.5,4356.1
서울특별시 송파구 올림픽공원 평화의광장 입구,송파구,0,34,2353.1,2041.2
서울특별시 마포구 마포역 4번출구,마포구,0,34,1979.4,1753.4
서울특별시 용산구 게이트웨이타워 버스정류장옆(03-198),용산구,0,36,1140.8,1009.6
서울특별시 마포구 광흥창역 3번출구,마포구,0,34,1979.4,1753.4
서울특별시 송파구 개롱역 3번 출구 주변,송파구,1,34,2353.1,2041.2
서울특별시 영등포구 대영중고후문 버스정류장(19-827),영등포구,0,34,2556.1,2377.5
서울특별시 서초구 예술의 전당 앞(마임 건너편) 버스정류장,서초구,0,39,3801.7,3566.8
서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),용산구,0,36,1140.8,1009.6
서울특별시 강남구 마스터빌딩,강남구,0,32,3718,3059.5
서울특별시 양천구 신월3동 맥도널드앞 정류장,양천구,1,39,1107.7,923.9
서울특별시 광진구 중곡1동사거리(막국수),광진구,0,33,1379.4,1290.4
서울특별시 도봉구 창동한신아파트,도봉구,0,35,805.8,624.4
서울특별시 광진구 구의3동 현대폴라트리움 앞(구의강변로 103),광진구,0,33,1379.4,1290.4
서울특별시 성동구 성동구 옥수동 559,성동구,0,34,2181.2,1442.1
서울특별시 구로구 고척로189,구로구,1,37,1333.4,1111.4
서울특별시 강남구 일원동 대치아파트,강남구,0,32,3718,3059.5
서울특별시 성북구 한성대입구역 분수광장,성북구,0,34,1354.6,1247.6
서울특별시 송파구 장지역 2번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 용산구 원효로 2가 사거리 열린동물병원앞,용산구,0,36,1140.8,1009.6
서울특별시 도봉구 KB국민은행 도봉지점 앞,도봉구,0,35,805.8,624.4
서울특별시 강북구 덕릉로46 화계유치원 건너편(국민은행 수유서지점 옆),강북구,0,32,851,772.1
서울특별시 용산구 KT 용산지점 마을버스정류장(03-564) 횡단보도,용산구,0,36,1140.8,1009.6
서울특별시 은평구 가좌로237 명일스시 앞,은평구,0,38,2311.2,2146.4
서울특별시 광진구 광진교 북단 전망대 앞,광진구,0,33,1379.4,1290.4
서울특별시 중구 국립극장 앞 버스정류장,중구,0,36,1468.2,1268
서울특별시 강남구 개포동 개포주공 1단지,강남구,0,32,3718,3059.5
서울특별시 동대문구 간데메공원,동대문구,1,33,1367.2,1234.7
서울특별시 서대문구 신촌동 신촌로21,서대문구,0,32,1604.9,1490.7
서울특별시 금천구 시흥대로 218,금천구,0,35,1936.9,1798.5
서울특별시 도봉구 플랫폼61 앞,도봉구,0,35,805.8,624.4
서울특별시 서대문구 연희동 가좌로27(13213),서대문구,0,32,1604.9,1490.7
서울특별시 서대문구 가좌로 89 (13217),서대문구,0,32,1604.9,1490.7
서울특별시 강남구 로데오프라자,강남구,1,32,3718,3059.5
서울특별시 강동구 올림픽로721 (천호동323-6 천호공원 버스정류장),강동구,1,37,4555.5,4356.1
서울특별시 서대문구 거북골로39(13194),서대문구,0,32,1604.9,1490.7
서울특별시 구로구 가마산로 235,구로구,0,37,1333.4,1111.4
서울특별시 강남구 수서동 724,강남구,0,32,3718,3059.5
서울특별시 동작구 삼일초 입구,동작구,1,40,1514.3,1410.9
서울특별시 마포구 양화로162 한화생명 앞 홍대입구역 버스정류장(인천23011),마포구,0,34,1979.4,1753.4
서울특별시 강동구 올림픽로930 (암사동116-21 서원마을버스정류장 앞),강동구,0,37,4555.5,4356.1
서울특별시 중구 남대문시장길,중구,0,36,1468.2,1268
서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,용산구,0,36,1140.8,1009.6
서울특별시 서대문구 이화여대길84,서대문구,0,32,1604.9,1490.7
서울특별시 도봉구 창4동 동아아파트 건너편,도봉구,0,35,805.8,624.4
서울특별시 서대문구 신촌동 신촌역로16(13221),서대문구,0,32,1604.9,1490.7
서울특별시 강남구 대치동 984-4,강남구,0,32,3718,3059.5
서울특별시 강북구 수유3동주민센터 위 횡단보도,강북구,0,32,851,772.1
"서울특별시 양천구 오목교역1번출구,대학학원앞",양천구,0,39,1107.7,923.9
서울특별시 강남구 대치동 983-8,강남구,0,32,3718,3059.5
서울특별시 은평구 통일로 239 은평초등학교 앞,은평구,0,38,2311.2,2146.4
서울특별시 도봉구 창일중 건너편,도봉구,2,35,805.8,624.4
서울특별시 중구 청계천 모전교 사거리,중구,0,36,1468.2,1268
서울특별시 관악구 난곡로57길 4-5,관악구,0,35,1666.5,1533.2
서울특별시 영등포구 현대아파트 버스정류장(19-302),영등포구,0,34,2556.1,2377.5
서울특별시 서초구 효령로 418 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 중랑구 삼용사입구(07-188),중랑구,0,33,1585.9,1461.3
서울특별시 종로구 음식문화거리 자하문로1길50-1,종로구,2,36,882,735.3
서울특별시 서초구 매헌역 5번 출구 앞,서초구,1,39,3801.7,3566.8
서울특별시 구로구 구로로4길 57,구로구,0,37,1333.4,1111.4
서울특별시 동작구 안경박사 앞,동작구,1,40,1514.3,1410.9
서울특별시 중구 국립의료원 건너편 버스정류장,중구,1,36,1468.2,1268
서울특별시 영등포구 사러가 쇼핑센터 버스정류장 (19-239),영등포구,0,34,2556.1,2377.5
서울특별시 은평구 연서로 73 신한은행 역촌지점,은평구,0,38,2311.2,2146.4
서울특별시 광진구 세양아파트 앞 횡단보도,광진구,0,33,1379.4,1290.4
서울특별시 서초구 강남대로 477(신논현역 2번 출구 뒤) 횡단보도 옆,서초구,0,39,3801.7,3566.8
서울특별시 중구 중부경찰서 앞,중구,0,36,1468.2,1268
서울특별시 관악구 21373 버스정류장,관악구,0,35,1666.5,1533.2
서울특별시 영등포구 영등포 소방서 앞,영등포구,0,34,2556.1,2377.5
서울특별시 동대문구 장한로 67,동대문구,0,33,1367.2,1234.7
서울특별시 중구 동대문역사문화공원역 8번 출구,중구,1,36,1468.2,1268
서울특별시 도봉구 하나은행 맞은편,도봉구,1,35,805.8,624.4
서울특별시 송파구 잠실롯데월드 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 구로구 남부순환로105길52,구로구,0,37,1333.4,1111.4
서울특별시 용산구 한강대로 크라운해태앞,용산구,0,36,1140.8,1009.6
서울특별시 서대문구 충현동 충정로24,서대문구,0,32,1604.9,1490.7
서울특별시 동대문구 전농로 212,동대문구,0,33,1367.2,1234.7
서울특별시 강남구 역삼동 734-17,강남구,0,32,3718,3059.5
서울특별시 송파구 송파역 3번 출구,송파구,0,34,2353.1,2041.2
서울특별시 중랑구 버스중앙차로 (07-013),중랑구,1,33,1585.9,1461.3
서울특별시 노원구 상계1동 디자인거리 입구,노원구,0,36,1591.5,1366.8
서울특별시 강남구 개포동 경남아파트 상가 앞,강남구,0,32,3718,3059.5
서울특별시 광진구 강변역 정류장(B),광진구,0,33,1379.4,1290.4
서울특별시 양천구 출입국관리사무소 건너 유치원앞,양천구,0,39,1107.7,923.9
서울특별시 광진구 송정동 건영아파트 정류장,광진구,0,33,1379.4,1290.4
서울특별시 강남구 유니버스가구,강남구,0,32,3718,3059.5
"서울특별시 영등포구 경방타임스퀘어,신세계백화점 버스정류장(19-112)",영등포구,0,34,2556.1,2377.5
서울특별시 강동구 명일1동주민센터 횡단보도앞,강동구,0,37,4555.5,4356.1
서울특별시 도봉구 창4동 동아아파트 앞,도봉구,0,35,805.8,624.4
서울특별시 동대문구 천호대로 429,동대문구,0,33,1367.2,1234.7
서울특별시 서초구 서운로 107 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 종로구 헌법재판소 앞,종로구,0,36,882,735.3
"서울특별시 양천구 양천공원맞은편,14단지앞",양천구,0,39,1107.7,923.9
서울특별시 마포구 월드컵북로 누리꿈 (14-307)버스정류장,마포구,1,34,1979.4,1753.4
서울특별시 양천구 신월2동 동방사우나 건너편,양천구,0,39,1107.7,923.9
서울특별시 강서구 공항대로 마곡역 1번출구,강서구,0,38,2949.5,2213.8
서울특별시 강북구 미아사거리역 버스정류장(09011),강북구,0,32,851,772.1
서울특별시 강남구 한국산업은행,강남구,0,32,3718,3059.5
서울특별시 강동구 올림픽로875 (암사동139-2 선사유적지 마을버스),강동구,0,37,4555.5,4356.1
서울특별시 성동구 왕십리로89,성동구,1,34,2181.2,1442.1
서울특별시 강서구 마곡엠벨리7단지앞 마을버스정류장(마곡동767-6),강서구,0,38,2949.5,2213.8
서울특별시 서대문구 홍제3동 통일로 478 (13918),서대문구,0,32,1604.9,1490.7
서울특별시 용산구 한강로 2가 222-5(한강로 블루컷 건너편 용산역방향 횡단보도),용산구,0,36,1140.8,1009.6
서울특별시 성북구 삼선교로16길 성북세무서 앞,성북구,0,34,1354.6,1247.6
서울특별시 강동구 성내로25 (성내동540 강동구청 앞),강동구,0,37,4555.5,4356.1
서울특별시 은평구 갈현로44 엘림안경 앞,은평구,0,38,2311.2,2146.4
서울특별시 양천구 신월4동 신한은행앞 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 동작구 현충원 앞 버스정류장(ID20-133),동작구,1,40,1514.3,1410.9
서울특별시 중구 염천교 횡단보도 교통섬,중구,0,36,1468.2,1268
서울특별시 서대문구 연희동 증가로16,서대문구,0,32,1604.9,1490.7
서울특별시 강남구 대치동 966-5,강남구,0,32,3718,3059.5
서울특별시 강동구 고덕로262 (명일동46-2 고덕역 버스정류장),강동구,0,37,4555.5,4356.1
서울특별시 강서구 양천로 108 하나은행 앞,강서구,0,38,2949.5,2213.8
서울특별시 강동구 리버파크2단지(68)정문앞,강동구,0,37,4555.5,4356.1
서울특별시 성동구 297,성동구,0,34,2181.2,1442.1
서울특별시 용산구 백범로 효창공원역6번출구앞 횡단보도,용산구,0,36,1140.8,1009.6
서울특별시 마포구 대흥역 3번출구,마포구,0,34,1979.4,1753.4
서울특별시 서초구 명달로 134 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 송파구 가락2동 두댐이공원 공동화장실 건너편,송파구,0,34,2353.1,2041.2
서울특별시 성북구 길음뉴타운9단지 915동 옆,성북구,0,34,1354.6,1247.6
서울특별시 성북구 보문로29길 경동고교입구 방향,성북구,0,34,1354.6,1247.6
서울특별시 용산구 신용산역 마을버스정류장(03-561),용산구,0,36,1140.8,1009.6
서울특별시 용산구 손기정 버스정류장(03-228)(육교밑 사과나무부동산앞),용산구,0,36,1140.8,1009.6
서울특별시 강남구 대치동 890-6,강남구,0,32,3718,3059.5
서울특별시 강남구 신성빌딩,강남구,0,32,3718,3059.5
서울특별시 관악구 신림로 111,관악구,0,35,1666.5,1533.2
서울특별시 강남구 수서역 SRT역 안쪽,강남구,0,32,3718,3059.5
서울특별시 송파구 송파역 중앙차로 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 은평구 통일로905 갈현흑염소 앞(갈현1동392-3),은평구,0,38,2311.2,2146.4
서울특별시 동대문구 왕산로 46,동대문구,0,33,1367.2,1234.7
서울특별시 영등포구 신길역 버스정류장(19-279),영등포구,1,34,2556.1,2377.5
서울특별시 강북구 미양중고 버스정류장(09218),강북구,0,32,851,772.1
서울특별시 서대문구 성산로 565,서대문구,0,32,1604.9,1490.7
서울특별시 마포구 성암로 디지털 미디어시티역 9번 출구,마포구,0,34,1979.4,1753.4
서울특별시 금천구 시흥대로 46(석수역버스정류소 앞),금천구,0,35,1936.9,1798.5
서울특별시 은평구 연서로 161 BYC매장 갈현점,은평구,0,38,2311.2,2146.4
서울특별시 송파구 오금동 126 앞 주변,송파구,0,34,2353.1,2041.2
서울특별시 강북구 도봉로313 법무법인 대양 앞,강북구,0,32,851,772.1
서울특별시 강남구 연당빌딩,강남구,0,32,3718,3059.5
서울특별시 강동구 양재대로1632 (명일동312 명일역1번출구 앞),강동구,1,37,4555.5,4356.1
서울특별시 구로구 신도림역2번(택시),구로구,0,37,1333.4,1111.4
서울특별시 마포구 양화로183 카페 꼼마 앞,마포구,0,34,1979.4,1753.4
서울특별시 강동구 강일리버파크 2단지 앞,강동구,0,37,4555.5,4356.1
서울특별시 중구 명동 신한은행 앞,중구,0,36,1468.2,1268
서울특별시 강서구 KT강서지사(16-186),강서구,0,38,2949.5,2213.8
"서울특별시 양천구 목4단지상가앞,버스정류장",양천구,1,39,1107.7,923.9
서울특별시 용산구 제일기획실앞 횡단보도,용산구,0,36,1140.8,1009.6
서울특별시 광진구 송정동 서울숲아이파크 정류장,광진구,0,33,1379.4,1290.4
서울특별시 양천구 남부법원 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 강남구 래미안강남힐즈,강남구,0,32,3718,3059.5
서울특별시 송파구 문정중교 사거리 근린공원 주변,송파구,1,34,2353.1,2041.2
서울특별시 서초구 신반포로 17 횡단보도 앞,서초구,0,39,3801.7,3566.8
"서울특별시 양천구 청학스포츠센타,버스정류장",양천구,0,39,1107.7,923.9
서울특별시 관악구 신대방역 2번 출구,관악구,0,35,1666.5,1533.2
서울특별시 송파구 잠실역 5번출구 버스 정류장,송파구,0,34,2353.1,2041.2
서울특별시 강남구 강남구청역 4번출구,강남구,0,32,3718,3059.5
서울특별시 동작구 중앙대학병원(ID:20-901),동작구,0,40,1514.3,1410.9
"서울특별시 은평구 세명컴퓨터고등학교 버스정류장 횡단보도
(갈현동 57-5)",은평구,1,38,2311.2,2146.4
서울특별시 동대문구 신답사거리,동대문구,1,33,1367.2,1234.7
서울특별시 동작구 숭실대 한국기독교박물관 앞,동작구,0,40,1514.3,1410.9
서울특별시 은평구 녹번역 버스정류장 횡단보도,은평구,0,38,2311.2,2146.4
서울특별시 강서구 양천향교역 1번출구,강서구,0,38,2949.5,2213.8
서울특별시 강남구 대치동 은마아파트 경희한방병원 앞,강남구,0,32,3718,3059.5
서울특별시 강남구 SK주유소,강남구,0,32,3718,3059.5
서울특별시 용산구 원효로 3가 시범아파트 버스정류장(03-146),용산구,0,36,1140.8,1009.6
서울특별시 마포구 양화로 57 합정로터리 한전분전함 옆,마포구,0,34,1979.4,1753.4
서울특별시 성동구 성동구 성수동1가 685-580,성동구,1,34,2181.2,1442.1
서울특별시 강남구 대치동 651,강남구,0,32,3718,3059.5
서울특별시 송파구 가락2동 개롱근린공원 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 강북구 인수봉로 269 인수중학교 앞 버스정류장(09-116),강북구,0,32,851,772.1
서울특별시 용산구 용산전자상가입구 버스정류장(03-250),용산구,0,36,1140.8,1009.6
서울특별시 강남구 삼성,강남구,0,32,3718,3059.5
서울특별시 관악구 신림로 328,관악구,0,35,1666.5,1533.2
서울특별시 강남구 역삼역5번 출구,강남구,0,32,3718,3059.5
서울특별시 강남구 대치동 947-7,강남구,0,32,3718,3059.5
서울특별시 용산구 이태원주공아파트 담벽인도 남산공원이정표앞,용산구,1,36,1140.8,1009.6
서울특별시 중랑구 동양쇼핑(07-373),중랑구,0,33,1585.9,1461.3
서울특별시 은평구 갈현로209 우진인테리어 앞,은평구,0,38,2311.2,2146.4
서울특별시 도봉구 초안산 생태공원 입구,도봉구,3,35,805.8,624.4
서울특별시 용산구 진흥빌딩 앞 마을버스정류장,용산구,0,36,1140.8,1009.6
서울특별시 광진구 중곡동 입구 정류장(선약국),광진구,0,33,1379.4,1290.4
서울특별시 강남구 진선여고사거리,강남구,0,32,3718,3059.5
서울특별시 성북구 돈암동 49-1 미아리고개 중앙차로버스정류장(길음→성신여대),성북구,1,34,1354.6,1247.6
서울특별시 성동구 금호로158,성동구,1,34,2181.2,1442.1
서울특별시 강서구 그랜드마트 정류장앞16-337,강서구,0,38,2949.5,2213.8
서울특별시 구로구 구로동로 125-1,구로구,0,37,1333.4,1111.4
서울특별시 종로구 안국동 사거리,종로구,0,36,882,735.3
서울특별시 도봉구 창4동 주민센터 앞,도봉구,0,35,805.8,624.4
서울특별시 관악구 남현예술정원,관악구,0,35,1666.5,1533.2
서울특별시 강남구 강남역 1번출구 앞,강남구,0,32,3718,3059.5
서울특별시 도봉구 보건소사거리 다비치안경 맞은편,도봉구,0,35,805.8,624.4
서울특별시 광진구 동일로22길 48(부대찌개 앞),광진구,0,33,1379.4,1290.4
서울특별시 성동구 금호동1가1756,성동구,0,34,2181.2,1442.1
서울특별시 강남구 대치동 957-13,강남구,0,32,3718,3059.5
서울특별시 강남구 역삼동 799-21,강남구,0,32,3718,3059.5
서울특별시 용산구 신용산지하차도(용산전자상가입구방면)버스정류장(03251),용산구,0,36,1140.8,1009.6
"서울특별시 구로구 경인로 624
(라마다호텔 앞)",구로구,0,37,1333.4,1111.4
서울특별시 관악구 신림로 97,관악구,0,35,1666.5,1533.2
서울특별시 서초구 강남대로 429 앞,서초구,0,39,3801.7,3566.8
서울특별시 강서구 허준로 139 강변아파트 버스정류장,강서구,1,38,2949.5,2213.8
서울특별시 동작구 봉현초교정류장(ID:20-167),동작구,0,40,1514.3,1410.9
서울특별시 송파구 방이2동 주민센터 앞 주변,송파구,0,34,2353.1,2041.2
서울특별시 광진구 어린이회관 앞 횡단보도(건국문맞은편),광진구,1,33,1379.4,1290.4
서울특별시 용산구 SC제일은행앞 버스정류장(03-201),용산구,0,36,1140.8,1009.6
서울특별시 송파구 복정역 1번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 마포구 난지천공원 주차장입구 (14-332 버스정류장),마포구,1,34,1979.4,1753.4
서울특별시 관악구 낙성대역 3번 출구,관악구,0,35,1666.5,1533.2
서울특별시 구로구 남부순환로105길224,구로구,0,37,1333.4,1111.4
서울특별시 서대문구 연희동 증가로15 (13222),서대문구,0,32,1604.9,1490.7
서울특별시 마포구 월드컵파크 2단지 버스정류장 (14-117),마포구,1,34,1979.4,1753.4
"서울특별시 은평구 세명컴퓨터고등학교 버스정류장 횡단보도
(갈현동 389-2)",은평구,1,38,2311.2,2146.4
서울특별시 강동구 796 앞 도로,강동구,0,37,4555.5,4356.1
서울특별시 구로구 디지털로27길83,구로구,0,37,1333.4,1111.4
서울특별시 강북구 덕릉로 28 나은스튜디오 앞,강북구,0,32,851,772.1
서울특별시 강남구 역삼동 래미안그레이트아파트,강남구,0,32,3718,3059.5
서울특별시 노원구 상계9동 주공14단지(1407동) 버스정류장,노원구,0,36,1591.5,1366.8
"서울특별시 양천구 등촌지하차도,오금교방향",양천구,0,39,1107.7,923.9
서울특별시 도봉구 시립창동청소년수련관 앞,도봉구,0,35,805.8,624.4
서울특별시 양천구 신월1동 국민은행앞 정류장,양천구,0,39,1107.7,923.9
서울특별시 은평구 연서로 129 현대서점 앞,은평구,0,38,2311.2,2146.4
